Id;Country;y;x;Range_mittel;
661;China;43.55000;87.37000;262.71983;
662;China;43.77000;85.31000;262.71983;
663;China;29.27000;88.83000;262.71983;
664;China;29.25000;91.78000;262.71983;
665;China;29.65000;94.35000;262.71983;
666;China;36.60000;101.82000;262.71983;
667;China;38.89000;100.41000;262.71983;
668;China;36.07000;103.84000;262.71983;
669;China;34.54000;105.75000;262.71983;
670;China;35.19000;106.29000;262.71983;
671;China;35.20000;106.68000;262.71983;
672;China;38.41000;105.95000;262.71983;
673;China;27.83000;102.28000;262.71983;
674;China;28.76000;104.57000;262.71983;
675;China;30.53000;105.58000;262.71983;
676;China;29.98000;102.99000;262.71983;
677;China;31.12000;104.40000;262.71983;
678;China;32.44000;105.82000;262.71983;
679;China;24.16000;98.23000;262.71983;
680;China;22.75000;100.95000;262.71983;
681;China;26.90000;100.24000;262.71983;
682;China;25.03000;102.71000;262.71983;
683;China;23.36000;104.22000;262.71983;
684;China;19.86000;110.32000;262.71983;
685;China;23.90000;106.62000;262.71983;
686;China;24.56000;104.66000;262.71983;
687;China;22.85000;108.35000;262.71983;
688;China;24.29000;109.40000;262.71983;
689;China;25.28000;110.29000;262.71983;
690;China;25.59000;111.27000;262.71983;
691;China;27.27000;105.28000;262.71983;
692;China;26.63000;106.64000;262.71983;
693;China;26.27000;107.52000;262.71983;
694;China;27.69000;106.91000;262.71983;
695;China;29.28000;106.30000;262.71983;
696;China;33.09000;107.03000;262.71983;
697;China;32.73000;108.99000;262.71983;
698;China;34.26000;108.92000;262.71983;
699;China;36.58000;109.44000;262.71983;
700;China;38.31000;109.69000;262.71983;
701;China;39.62000;109.80000;262.71983;
702;China;40.88000;111.71000;262.71983;
703;China;43.62000;122.21000;262.71983;
704;China;49.21000;119.76000;262.71983;
705;China;50.42000;124.14000;262.71983;
706;China;47.36000;123.89000;262.71983;
707;China;45.72000;126.60000;262.71983;
708;China;44.57000;129.61000;262.71983;
709;China;46.49000;130.38000;262.71983;
710;China;45.50000;122.28000;262.71983;
711;China;43.82000;125.35000;262.71983;
712;China;41.77000;123.40000;262.71983;
713;China;38.95000;121.56000;262.71983;
714;China;40.65000;122.23000;262.71983;
715;China;39.63000;118.21000;262.71983;
716;China;40.94000;117.98000;262.71983;
717;China;39.06000;117.29000;262.71983;
718;China;39.79000;116.18000;262.71983;
719;China;39.54000;116.62000;262.71983;
720;China;40.82000;114.84000;262.71983;
721;China;38.04000;114.51000;262.71983;
722;China;40.07000;113.28000;262.71983;
723;China;37.88000;112.55000;262.71983;
724;China;36.09000;111.43000;262.71983;
725;China;35.75000;115.04000;262.71983;
726;China;34.16000;115.51000;262.71983;
727;China;34.73000;113.55000;262.71983;
728;China;33.00000;114.02000;262.71983;
729;China;33.00000;112.52000;262.71983;
730;China;34.42000;110.67000;262.71983;
731;China;32.42000;115.77000;262.71983;
732;China;37.38000;120.81000;262.71983;
733;China;36.06000;120.38000;262.71983;
734;China;37.36000;117.94000;262.71983;
735;China;36.70000;116.95000;262.71983;
736;China;36.19000;117.07000;262.71983;
737;China;34.60000;119.18000;262.71983;
738;China;35.10000;118.34000;262.71983;
739;China;33.36000;120.13000;262.71983;
740;China;31.37000;121.17000;262.71983;
741;China;33.95000;116.77000;262.71983;
742;China;31.81000;117.21000;262.71983;
743;China;32.27000;118.28000;262.71983;
744;China;31.66000;118.55000;262.71983;
745;China;30.00000;122.25000;262.71983;
746;China;29.87000;121.56000;262.71983;
747;China;30.24000;120.11000;262.71983;
748;China;28.02000;120.71000;262.71983;
749;China;29.06000;119.67000;262.71983;
750;China;25.05000;116.98000;262.71983;
751;China;24.50000;118.14000;262.71983;
752;China;26.02000;119.31000;262.71983;
753;China;27.41000;117.70000;262.71983;
754;China;23.31000;116.65000;262.71983;
755;China;23.13000;113.20000;262.71983;
756;China;22.58000;114.03000;262.71983;
757;China;21.85000;111.81000;262.71983;
758;China;24.07000;115.34000;262.71983;
759;China;24.79000;113.64000;262.71983;
760;China;25.83000;114.89000;262.71983;
761;China;27.09000;114.99000;262.71983;
762;China;29.69000;116.00000;262.71983;
763;China;28.67000;115.85000;262.71983;
764;China;27.54000;110.00000;262.71983;
765;China;29.04000;111.65000;262.71983;
766;China;28.24000;112.93000;262.71983;
767;China;30.30000;109.51000;262.71983;
768;China;30.67000;111.24000;262.71983;
769;China;30.30000;112.24000;262.71983;
770;China;29.84000;114.35000;262.71983;
771;China;32.68000;110.79000;262.71983;
773;Burkina Faso;12.3600;-1.5200;250.00000;
774;Burkina Faso;11.1500;-4.3200;250.00000;
775;Mali;12.5200;-7.9500;250.00000;
776;Philippines;16.402659;120.59638;120;
777;Philippines;14.901658;120.237007;120;
778;Philippines;14.121594;120.962505;120;
779;Philippines;10.318297;123.978939;120;
780;Philippines;8.367769;126.332359;120;
781;Philippines;6.489301;125.065498;120;
782;Philippines;15.736745;121.569843;200;
783;Philippines;13.590598;124.209938;200;
784;Philippines;11.036908;125.730057;200;
785;Philippines;18.3542;121.641941;200;
786;Brazil;-15.97;-48;250;
787;Brazil;-22.45;-43.28;250;
788;Brazil;-28.12;-49.47;250;
789;Brazil;-23.6;-23.08;250;
790;Brazil;-29.22;-54.92;250;
791;Brazil;-31.04;-52.7;250;
792;Brazil;-3.78;-38.55;120;
793;Brazil;-5.07;-39.27;250;
795;Paraguay;-25.3500;-57.3400;120;
796;Russia;57.967513;33.250751;262.71983;
797;Russia;56.86061;35.924492;262.71983;
798;Russia;55.739482;37.613983;262.71983;
799;Russia;56.328721;43.997269;262.71983;
800;Russia;54.78485;32.045631;262.71983;
801;Russia;54.550363;36.287098;262.71983;
802;India;23.832775;91.28706;262.71983;
804;India;21.140869;79.093208;262.71983;
805;India;28.623104;77.225418;257.9555556;
806;India;17.380784;78.48278;262.71983;
807;India;30.324286;76.395092;262.71983;
814;India;26.851029;80.956764;215;
817;India;25.610571;85.146561;262.71983;
818;India;26.912274;75.791817;262.71983;
819;Malaysia;5.430085;116.837768;150;
820;Malaysia;2.5425;113.009949;150;
821;Malaysia;4.319024;113.993225;150;
822;Malaysia;1.232777;110.983829;150;
823;Malaysia;6.18;100.41;200;
824;Malaysia;5.47;100.38;150;
825;Malaysia;6.11939;102.252388;150;
826;Malaysia;3.040412;101.583996;150;
827;Malaysia;2.754275;101.705389;150;
828;Malaysia;3.821093;103.326988;150;
829;Malaysia;2.02;103.32;150;
830;Argentina;-34.854946;-58.519478;240;
831;Argentina;-33.88823;-60.569372;240;
832;Senegal;15.379543;-15.118103;150;
833;Niger;13.515501;2.113781;150;
834;Niger;13.806075;8.987818;150;
